URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
100328,205,2223,State-funded primary,186,90,96,48.39%,51.61%,10,5.38%,41,22.04%,106,80,0,57.00%,43.00%,0,98,89,161,55.28%
100331,205,2350,State-funded primary,218,112,106,51.38%,48.62%,4,1.83%,39,17.89%,96,121,1,44.00%,55.50%,0.005,75,71,194,36.60%
100334,205,2408,State-funded primary,136,73,63,53.68%,46.32%,9,6.62%,19,13.97%,74,62,0,54.40%,45.60%,0,76,77,136,56.62%
100335,205,2444,State-funded primary,205,96,109,46.83%,53.17%,14,6.83%,53,25.85%,65,140,0,31.70%,68.30%,0,92,97,185,52.43%
100338,205,2555,State-funded primary,191,87,104,45.55%,54.45%,7,3.66%,40,20.94%,72,119,0,37.70%,62.30%,0,89,82,165,49.70%
100340,205,2632,State-funded primary,396,189,207,47.73%,52.27%,18,4.55%,53,13.38%,258,136,2,65.20%,34.30%,0.005,96,91,344,26.45%
100341,205,2660,State-funded primary,310,164,146,52.90%,47.10%,11,3.55%,136,43.87%,212,98,0,68.40%,31.60%,0,137,141,274,51.46%
100344,205,3300,State-funded primary,213,113,100,53.05%,46.95%,7,3.29%,50,23.47%,105,108,0,49.30%,50.70%,0,38,44,192,22.92%
100345,205,3354,State-funded primary,622,324,298,52.09%,47.91%,24,3.86%,66,10.61%,342,280,0,55.00%,45.00%,0,70,73,592,12.33%
100346,205,3368,State-funded primary,202,111,91,54.95%,45.05%,6,2.97%,25,12.38%,74,128,0,36.60%,63.40%,0,24,24,202,11.88%
100349,205,3463,State-funded primary,394,201,193,51.02%,48.98%,19,4.82%,49,12.44%,71,323,0,18.00%,82.00%,0,66,75,368,20.38%
100350,205,3529,State-funded primary,177,83,94,46.89%,53.11%,12,6.78%,23,12.99%,68,107,2,38.40%,60.50%,0.011,62,67,153,43.79%
100351,205,3566,State-funded primary,159,80,79,50.31%,49.69%,10,6.29%,19,11.95%,72,87,0,45.30%,54.70%,0,46,52,144,36.11%
100352,205,3578,State-funded primary,209,117,92,55.98%,44.02%,8,3.83%,28,13.40%,61,148,0,29.20%,70.80%,0,26,26,209,12.44%
100353,205,3600,State-funded primary,440,235,205,53.41%,46.59%,18,4.09%,48,10.91%,168,272,0,38.20%,61.80%,0,63,64,415,15.42%
100354,205,3602,State-funded primary,227,130,97,57.27%,42.73%,2,0.88%,32,14.10%,112,115,0,49.30%,50.70%,0,29,29,201,14.43%
100357,205,3648,State-funded primary,75,32,43,42.67%,57.33%,6,8.00%,12,16.00%,13,62,0,17.30%,82.70%,0,33,33,75,44.00%
100366,205,6011,Independent school,824,824,0,100.00%,0.00%,1,0.12%,65,7.89%,,,,,,,,NA,NA,0.00%
100368,205,6216,Independent school,328,328,0,100.00%,0.00%,0,0.00%,51,15.55%,,,,,,,,NA,NA,0.00%
100369,205,6291,Independent school,804,804,0,100.00%,0.00%,0,0.00%,125,15.55%,,,,,,,,NA,NA,0.00%
100370,205,6306,Independent school,1428,705,723,49.37%,50.63%,3,0.21%,397,27.80%,,,,,,,,NA,NA,0.00%
100371,205,6359,Independent school,262,131,131,50.00%,50.00%,1,0.38%,22,8.40%,,,,,,,,NA,NA,0.00%
100372,205,6382,Independent school,73,37,36,50.68%,49.32%,0,0.00%,13,17.81%,,,,,,,,NA,NA,0.00%
100373,205,6384,Independent school,418,206,212,49.28%,50.72%,0,0.00%,20,4.78%,,,,,,,,NA,NA,0.00%
100375,205,6386,Independent school,107,50,57,46.73%,53.27%,0,0.00%,3,2.80%,,,,,,,,NA,NA,0.00%
100379,205,7153,State-funded special school,106,43,63,40.57%,59.43%,106,100.00%,0,0.00%,16,90,0,15.10%,84.90%,0,58,64,106,60.38%
100381,205,7203,State-funded special school,73,28,45,38.36%,61.64%,73,100.00%,0,0.00%,44,29,0,60.30%,39.70%,0,42,36,60,60.00%
100382,205,7204,State-funded special school,143,27,116,18.88%,81.12%,143,100.00%,0,0.00%,39,104,0,27.30%,72.70%,0,91,112,143,78.32%
100384,206,1009,State-funded nursery,81,40,41,49.38%,50.62%,1,1.23%,18,22.22%,35,46,0,43.20%,56.80%,0,14,NA,NA,0.00%
100385,206,1033,State-funded nursery,91,48,43,52.75%,47.25%,0,0.00%,9,9.89%,26,58,7,28.60%,63.70%,0.077,17,NA,NA,0.00%
100386,206,1047,State-funded nursery,108,54,54,50.00%,50.00%,0,0.00%,0,0.00%,16,89,3,14.80%,82.40%,0.028,13,NA,NA,0.00%
100388,206,1101,State-funded AP school,10,3,7,30.00%,70.00%,6,60.00%,4,40.00%,2,8,0,20.00%,80.00%,0,10,10,10,100.00%
100391,206,1104,State-funded AP school,61,30,31,49.18%,50.82%,5,8.20%,56,91.80%,5,55,1,8.20%,90.20%,0.016,42,54,61,88.52%
100397,206,2015,State-funded primary,525,259,266,49.33%,50.67%,23,4.38%,57,10.86%,213,310,2,40.60%,59.00%,0.004,148,143,419,34.13%
100402,206,2166,State-funded primary,257,116,141,45.14%,54.86%,8,3.11%,32,12.45%,103,153,1,40.10%,59.50%,0.004,83,81,238,34.03%
100403,206,2170,State-funded primary,438,230,208,52.51%,47.49%,39,8.90%,94,21.46%,299,137,2,68.30%,31.30%,0.005,265,266,389,68.38%
100405,206,2251,State-funded primary,208,99,109,47.60%,52.40%,9,4.33%,33,15.87%,77,131,0,37.00%,63.00%,0,28,28,204,13.73%
100406,206,2261,State-funded primary,461,209,252,45.34%,54.66%,17,3.69%,118,25.60%,278,183,0,60.30%,39.70%,0,198,200,410,48.78%
100407,206,2279,State-funded primary,235,110,125,46.81%,53.19%,3,1.28%,43,18.30%,63,171,1,26.80%,72.80%,0.004,91,90,216,41.67%
100408,206,2282,State-funded primary,341,183,158,53.67%,46.33%,13,3.81%,67,19.65%,139,202,0,40.80%,59.20%,0,178,161,257,62.65%
100411,206,2379,State-funded primary,235,108,127,45.96%,54.04%,63,26.81%,47,20.00%,134,101,0,57.00%,43.00%,0,128,130,222,58.56%
100415,206,2429,State-funded primary,472,218,254,46.19%,53.81%,27,5.72%,74,15.68%,242,230,0,51.30%,48.70%,0,217,209,369,56.64%
100418,206,2455,State-funded primary,327,165,162,50.46%,49.54%,16,4.89%,46,14.07%,204,123,0,62.40%,37.60%,0,178,178,284,62.68%
100422,206,2515,State-funded primary,219,98,121,44.75%,55.25%,15,6.85%,36,16.44%,75,144,0,34.20%,65.80%,0,74,79,172,45.93%
100425,206,2596,State-funded primary,459,250,209,54.47%,45.53%,24,5.23%,59,12.85%,158,300,1,34.40%,65.40%,0.002,177,169,412,41.02%
100426,206,2624,State-funded primary,219,94,125,42.92%,57.08%,19,8.68%,33,15.07%,86,133,0,39.30%,60.70%,0,120,116,202,57.43%
100428,206,2646,State-funded primary,250,134,116,53.60%,46.40%,10,4.00%,33,13.20%,134,116,0,53.60%,46.40%,0,138,125,202,61.88%
100429,206,2666,State-funded primary,455,222,233,48.79%,51.21%,17,3.74%,57,12.53%,104,350,1,22.90%,76.90%,0.002,73,70,416,16.83%
100430,206,2803,State-funded primary,458,199,259,43.45%,56.55%,21,4.59%,69,15.07%,106,350,2,23.10%,76.40%,0.004,195,192,411,46.72%
100431,206,2805,State-funded primary,165,76,89,46.06%,53.94%,14,8.48%,32,19.39%,138,27,0,83.60%,16.40%,0,78,71,144,49.31%
100432,206,2809,State-funded primary,395,186,209,47.09%,52.91%,25,6.33%,68,17.22%,147,245,3,37.20%,62.00%,0.008,161,158,371,42.59%
100434,206,2850,State-funded primary,298,133,165,44.63%,55.37%,38,12.75%,46,15.44%,73,224,1,24.50%,75.20%,0.003,112,105,201,52.24%
100437,206,3384,State-funded primary,454,207,247,45.59%,54.41%,32,7.05%,60,13.22%,231,223,0,50.90%,49.10%,0,220,221,398,55.53%
100438,206,3456,State-funded primary,235,122,113,51.91%,48.09%,17,7.23%,81,34.47%,109,126,0,46.40%,53.60%,0,167,153,208,73.56%
100439,206,3465,State-funded primary,212,103,109,48.58%,51.42%,10,4.72%,58,27.36%,72,140,0,34.00%,66.00%,0,100,94,176,53.41%
100440,206,3471,State-funded primary,208,113,95,54.33%,45.67%,9,4.33%,49,23.56%,49,158,1,23.60%,76.00%,0.005,62,73,208,35.10%
100441,206,3483,State-funded primary,510,240,270,47.06%,52.94%,5,0.98%,63,12.35%,106,404,0,20.80%,79.20%,0,158,147,406,36.21%
100442,206,3488,State-funded primary,122,59,63,48.36%,51.64%,13,10.66%,17,13.93%,36,86,0,29.50%,70.50%,0,69,67,114,58.77%
100443,206,3495,State-funded primary,208,99,109,47.60%,52.40%,14,6.73%,48,23.08%,89,119,0,42.80%,57.20%,0,112,113,190,59.47%
100444,206,3501,State-funded primary,228,124,104,54.39%,45.61%,18,7.89%,60,26.32%,71,157,0,31.10%,68.90%,0,126,118,195,60.51%
100446,206,3527,State-funded primary,163,87,76,53.37%,46.63%,4,2.45%,28,17.18%,43,119,1,26.40%,73.00%,0.006,91,105,163,64.42%
100447,206,3575,State-funded primary,220,110,110,50.00%,50.00%,5,2.27%,51,23.18%,91,129,0,41.40%,58.60%,0,125,110,178,61.80%
100448,206,3606,State-funded primary,188,90,98,47.87%,52.13%,9,4.79%,35,18.62%,62,126,0,33.00%,67.00%,0,123,125,188,66.49%
100449,206,3631,State-funded primary,433,208,225,48.04%,51.96%,18,4.16%,77,17.78%,207,226,0,47.80%,52.20%,0,127,125,397,31.49%
100450,206,3633,State-funded primary,254,112,142,44.09%,55.91%,20,7.87%,43,16.93%,108,146,0,42.50%,57.50%,0,145,140,224,62.50%
100453,206,4112,State-funded secondary,417,179,238,42.93%,57.07%,35,8.39%,68,16.31%,150,267,0,36.00%,64.00%,0,282,301,417,72.18%
100455,206,4307,State-funded secondary,729,729,0,100.00%,0.00%,13,1.78%,127,17.42%,379,350,0,52.00%,48.00%,0,374,369,682,54.11%
100457,206,4324,State-funded secondary,880,880,0,100.00%,0.00%,26,2.95%,151,17.16%,512,352,16,58.20%,40.00%,0.018,513,557,880,63.30%
100458,206,4614,State-funded secondary,1133,81,1052,7.15%,92.85%,34,3.00%,280,24.71%,310,821,2,27.40%,72.50%,0.002,457,406,871,46.61%
100459,206,4651,State-funded secondary,366,2,364,0.55%,99.45%,16,4.37%,61,16.67%,207,155,4,56.60%,42.30%,0.011,200,185,295,62.71%
100462,206,6299,Independent school,62,14,48,22.58%,77.42%,0,0.00%,13,20.97%,,,,,,,,NA,NA,0.00%
100463,201,6354,Independent school,298,140,158,46.98%,53.02%,0,0.00%,38,12.75%,,,,,,,,NA,NA,0.00%
100467,206,7030,State-funded special school,98,37,61,37.76%,62.24%,98,100.00%,0,0.00%,41,57,0,41.80%,58.20%,0,46,38,82,46.34%
100469,206,7146,State-funded special school,129,42,87,32.56%,67.44%,129,100.00%,0,0.00%,35,94,0,27.10%,72.90%,0,93,68,96,70.83%
100472,207,1010,State-funded nursery,96,48,48,50.00%,50.00%,2,2.08%,24,25.00%,34,62,0,35.40%,64.60%,0,54,NA,NA,0.00%
100473,207,1021,State-funded nursery,43,26,17,60.47%,39.53%,1,2.33%,13,30.23%,11,31,1,25.60%,72.10%,0.023,21,NA,NA,0.00%
100474,207,1053,State-funded nursery,65,32,33,49.23%,50.77%,0,0.00%,6,9.23%,41,24,0,63.10%,36.90%,0,2,NA,NA,0.00%
100477,207,2021,State-funded primary,152,75,77,49.34%,50.66%,7,4.61%,28,18.42%,115,37,0,75.70%,24.30%,0,90,83,134,61.94%
100478,207,2030,State-funded primary,368,160,208,43.48%,56.52%,40,10.87%,93,25.27%,100,268,0,27.20%,72.80%,0,196,187,343,54.52%
100479,207,2050,State-funded primary,264,131,133,49.62%,50.38%,17,6.44%,43,16.29%,148,115,1,56.10%,43.60%,0.004,103,100,250,40.00%
100480,207,2060,State-funded primary,431,215,216,49.88%,50.12%,11,2.55%,40,9.28%,272,158,1,63.10%,36.70%,0.002,57,58,401,14.46%
100481,207,2121,State-funded primary,467,224,243,47.97%,52.03%,9,1.93%,42,8.99%,241,226,0,51.60%,48.40%,0,123,119,413,28.81%
100482,207,2229,State-funded primary,415,213,202,51.33%,48.67%,26,6.27%,54,13.01%,327,88,0,78.80%,21.20%,0,35,35,415,8.43%
100483,207,2399,State-funded primary,444,206,238,46.40%,53.60%,35,7.88%,53,11.94%,186,247,11,41.90%,55.60%,0.025,108,103,370,27.84%
100485,207,2452,State-funded primary,225,105,120,46.67%,53.33%,26,11.56%,25,11.11%,81,143,1,36.00%,63.60%,0.004,139,129,204,63.24%
100486,207,2456,State-funded primary,186,95,91,51.08%,48.92%,11,5.91%,12,6.45%,76,109,1,40.90%,58.60%,0.005,69,65,162,40.12%
100487,207,2538,State-funded primary,293,137,156,46.76%,53.24%,16,5.46%,70,23.89%,180,113,0,61.40%,38.60%,0,140,140,293,47.78%
100488,207,2594,State-funded primary,234,121,113,51.71%,48.29%,14,5.98%,36,15.38%,83,151,0,35.50%,64.50%,0,93,87,209,41.63%
100489,207,3321,State-funded primary,202,110,92,54.46%,45.54%,14,6.93%,7,3.47%,35,167,0,17.30%,82.70%,0,23,23,202,11.39%
100490,207,3356,State-funded primary,197,105,92,53.30%,46.70%,13,6.60%,21,10.66%,44,153,0,22.30%,77.70%,0,62,62,197,31.47%
100491,207,3379,State-funded primary,210,91,119,43.33%,56.67%,6,2.86%,29,13.81%,80,130,0,38.10%,61.90%,0,20,21,210,10.00%
100492,207,3402,State-funded primary,197,97,100,49.24%,50.76%,13,6.60%,42,21.32%,113,83,1,57.40%,42.10%,0.005,105,105,185,56.76%
100493,207,3417,State-funded primary,213,109,104,51.17%,48.83%,10,4.69%,13,6.10%,71,142,0,33.30%,66.70%,0,63,61,195,31.28%
100494,207,3437,State-funded primary,179,86,93,48.04%,51.96%,11,6.15%,28,15.64%,65,114,0,36.30%,63.70%,0,84,76,160,47.50%
100495,207,3455,State-funded primary,126,55,71,43.65%,56.35%,9,7.14%,27,21.43%,75,51,0,59.50%,40.50%,0,65,65,126,51.59%
100497,207,3504,State-funded primary,180,95,85,52.78%,47.22%,6,3.33%,9,5.00%,100,79,1,55.60%,43.90%,0.006,25,26,180,14.44%
100498,207,3541,State-funded primary,103,41,62,39.81%,60.19%,7,6.80%,20,19.42%,77,26,0,74.80%,25.20%,0,42,36,82,43.90%
100499,207,3542,State-funded primary,165,87,78,52.73%,47.27%,9,5.45%,35,21.21%,70,95,0,42.40%,57.60%,0,81,77,153,50.33%
100500,207,3613,State-funded primary,198,98,100,49.49%,50.51%,11,5.56%,29,14.65%,103,94,1,52.00%,47.50%,0.005,41,41,180,22.78%
100503,207,4801,State-funded secondary,846,407,439,48.11%,51.89%,73,8.63%,121,14.30%,414,432,0,48.90%,51.10%,0,354,354,846,41.84%
100504,207,5200,State-funded primary,169,94,75,55.62%,44.38%,6,3.55%,27,15.98%,114,55,0,67.50%,32.50%,0,23,25,169,14.79%
100505,207,5201,State-funded primary,214,101,113,47.20%,52.80%,8,3.74%,23,10.75%,67,147,0,31.30%,68.70%,0,102,96,191,50.26%
100508,207,6004,Independent school,292,292,0,100.00%,0.00%,0,0.00%,41,14.04%,,,,,,,,NA,NA,0.00%
100509,205,6392,Independent school,298,298,0,100.00%,0.00%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
100510,207,6025,Independent school,210,122,88,58.10%,41.90%,22,10.48%,0,0.00%,,,,,,,,NA,NA,0.00%
100511,207,6026,Independent school,443,443,0,100.00%,0.00%,2,0.45%,163,36.79%,,,,,,,,NA,NA,0.00%
100513,207,6095,Independent school,124,54,70,43.55%,56.45%,5,4.03%,18,14.52%,,,,,,,,NA,NA,0.00%
100514,207,6096,Independent school,187,0,187,0.00%,100.00%,1,0.53%,43,22.99%,,,,,,,,NA,NA,0.00%
100516,207,6104,Independent school,78,0,78,0.00%,100.00%,0,0.00%,11,14.10%,,,,,,,,NA,NA,0.00%
100518,207,6188,Independent school,465,166,299,35.70%,64.30%,2,0.43%,59,12.69%,,,,,,,,NA,NA,0.00%
100519,207,6189,Independent school,324,0,324,0.00%,100.00%,1,0.31%,53,16.36%,,,,,,,,NA,NA,0.00%
100520,207,6193,Independent school,355,192,163,54.08%,45.92%,0,0.00%,3,0.85%,,,,,,,,NA,NA,0.00%
100521,207,6202,Independent school,121,121,0,100.00%,0.00%,7,5.79%,83,68.60%,,,,,,,,NA,NA,0.00%
100522,207,6213,Independent school,445,269,176,60.45%,39.55%,1,0.22%,24,5.39%,,,,,,,,NA,NA,0.00%
100527,205,6399,Independent school,225,225,0,100.00%,0.00%,1,0.44%,1,0.44%,,,,,,,,NA,NA,0.00%
100528,936,6016,Independent school,327,0,327,0.00%,100.00%,6,1.83%,178,54.43%,,,,,,,,NA,NA,0.00%
100529,208,6004,Independent school,377,196,181,51.99%,48.01%,2,0.53%,46,12.20%,,,,,,,,NA,NA,0.00%
100530,212,6401,Independent school,535,234,301,43.74%,56.26%,0,0.00%,228,42.62%,,,,,,,,NA,NA,0.00%
100531,207,6303,Independent school,462,462,0,100.00%,0.00%,0,0.00%,73,15.80%,,,,,,,,NA,NA,0.00%
100532,207,6305,Independent school,416,226,190,54.33%,45.67%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
100533,207,6316,Independent school,378,190,188,50.26%,49.74%,0,0.00%,72,19.05%,,,,,,,,NA,NA,0.00%
100534,207,6317,Independent school,327,180,147,55.05%,44.95%,1,0.31%,57,17.43%,,,,,,,,NA,NA,0.00%
100536,213,6389,Independent school,200,68,132,34.00%,66.00%,3,1.50%,50,25.00%,,,,,,,,NA,NA,0.00%
100537,207,6348,Independent school,243,117,126,48.15%,51.85%,0,0.00%,62,25.51%,,,,,,,,NA,NA,0.00%
100538,207,6350,Independent school,66,32,34,48.48%,51.52%,6,9.09%,8,12.12%,,,,,,,,NA,NA,0.00%
100539,207,6362,Independent school,142,72,70,50.70%,49.30%,9,6.34%,93,65.49%,,,,,,,,NA,NA,0.00%
100540,207,6363,Independent school,563,293,270,52.04%,47.96%,8,1.42%,198,35.17%,,,,,,,,NA,NA,0.00%
100542,207,6383,Independent school,160,80,80,50.00%,50.00%,0,0.00%,33,20.63%,,,,,,,,NA,NA,0.00%
100543,213,6390,Independent school,325,157,168,48.31%,51.69%,1,0.31%,24,7.38%,,,,,,,,NA,NA,0.00%
100544,201,6000,Independent school,314,145,169,46.18%,53.82%,0,0.00%,45,14.33%,,,,,,,,NA,NA,0.00%
100545,207,6387,Independent school,124,69,55,55.65%,44.35%,0,0.00%,4,3.23%,,,,,,,,NA,NA,0.00%
100547,207,6391,Independent school,3450,1715,1735,49.71%,50.29%,5,0.14%,257,7.45%,,,,,,,,NA,NA,0.00%
100550,208,1027,State-funded nursery,19,10,9,52.63%,47.37%,4,21.05%,15,78.95%,8,11,0,42.10%,57.90%,0,9,NA,NA,0.00%
100551,208,1043,State-funded nursery,73,36,37,49.32%,50.68%,1,1.37%,11,15.07%,23,50,0,31.50%,68.50%,0,31,NA,NA,0.00%
100552,208,1049,State-funded nursery,91,40,51,43.96%,56.04%,2,2.20%,12,13.19%,40,51,0,44.00%,56.00%,0,58,NA,NA,0.00%
100553,208,1055,State-funded nursery,85,48,37,56.47%,43.53%,4,4.71%,22,25.88%,36,49,0,42.40%,57.60%,0,33,NA,NA,0.00%
100554,208,1058,State-funded nursery,104,48,56,46.15%,53.85%,3,2.88%,20,19.23%,44,60,0,42.30%,57.70%,0,30,NA,NA,0.00%
100556,208,2022,State-funded primary,217,112,105,51.61%,48.39%,10,4.61%,28,12.90%,74,143,0,34.10%,65.90%,0,61,62,200,31.00%
100560,208,2115,State-funded primary,376,173,203,46.01%,53.99%,20,5.32%,66,17.55%,157,219,0,41.80%,58.20%,0,169,165,344,47.97%
100564,208,2265,State-funded primary,652,330,322,50.61%,49.39%,21,3.22%,77,11.81%,382,267,3,58.60%,41.00%,0.005,362,335,599,55.93%
100566,208,2292,State-funded primary,393,199,194,50.64%,49.36%,16,4.07%,75,19.08%,190,203,0,48.30%,51.70%,0,152,149,374,39.84%
100567,208,2295,State-funded primary,832,402,430,48.32%,51.68%,29,3.49%,101,12.14%,347,485,0,41.70%,58.30%,0,127,124,772,16.06%
100572,208,2331,State-funded primary,294,131,163,44.56%,55.44%,9,3.06%,48,16.33%,64,229,1,21.80%,77.90%,0.003,99,102,272,37.50%
100574,208,2359,State-funded primary,414,205,209,49.52%,50.48%,14,3.38%,91,21.98%,147,267,0,35.50%,64.50%,0,178,178,389,45.76%
100576,208,2371,State-funded primary,332,144,188,43.37%,56.63%,88,26.51%,77,23.19%,199,133,0,59.90%,40.10%,0,194,176,301,58.47%
100577,208,2459,State-funded primary,420,208,212,49.52%,50.48%,8,1.90%,38,9.05%,114,306,0,27.10%,72.90%,0,73,74,396,18.69%
100578,208,2504,State-funded primary,242,113,129,46.69%,53.31%,18,7.44%,30,12.40%,135,107,0,55.80%,44.20%,0,109,113,227,49.78%
100582,208,2902,State-funded primary,402,190,212,47.26%,52.74%,15,3.73%,55,13.68%,176,226,0,43.80%,56.20%,0,162,185,351,52.71%
100584,208,2575,State-funded primary,302,153,149,50.66%,49.34%,9,2.98%,65,21.52%,110,192,0,36.40%,63.60%,0,111,112,271,41.33%
100585,208,2578,State-funded primary,407,222,185,54.55%,45.45%,18,4.42%,78,19.16%,238,169,0,58.50%,41.50%,0,190,185,360,51.39%
100586,208,2591,State-funded primary,417,207,210,49.64%,50.36%,10,2.40%,69,16.55%,106,304,7,25.40%,72.90%,0.017,50,50,386,12.95%
100588,208,2617,State-funded primary,191,99,92,51.83%,48.17%,7,3.66%,27,14.14%,103,88,0,53.90%,46.10%,0,102,104,176,59.09%
100589,208,2626,State-funded primary,400,198,202,49.50%,50.50%,17,4.25%,53,13.25%,150,250,0,37.50%,62.50%,0,81,81,366,22.13%
100590,208,2657,State-funded secondary,1621,782,839,48.24%,51.76%,50,3.08%,117,7.22%,862,757,2,53.20%,46.70%,0.001,372,398,1452,27.41%
100591,208,2664,State-funded primary,470,213,257,45.32%,54.68%,117,24.89%,58,12.34%,307,161,2,65.30%,34.30%,0.004,232,232,435,53.33%
100593,208,2783,State-funded primary,253,100,153,39.53%,60.47%,24,9.49%,35,13.83%,116,135,2,45.80%,53.40%,0.008,89,90,219,41.10%
100595,208,2785,State-funded primary,221,111,110,50.23%,49.77%,9,4.07%,51,23.08%,114,103,4,51.60%,46.60%,0.018,123,123,210,58.57%
100597,208,2794,State-funded primary,366,197,169,53.83%,46.17%,11,3.01%,50,13.66%,90,256,20,24.60%,69.90%,0.055,111,112,347,32.28%
100598,208,2808,State-funded primary,375,173,202,46.13%,53.87%,59,15.73%,58,15.47%,240,135,0,64.00%,36.00%,0,169,162,355,45.63%
100601,208,2836,State-funded primary,125,57,68,45.60%,54.40%,12,9.60%,27,21.60%,82,43,0,65.60%,34.40%,0,95,91,121,75.21%
100602,208,5209,State-funded primary,947,483,464,51.00%,49.00%,24,2.53%,149,15.73%,369,578,0,39.00%,61.00%,0,172,178,899,19.80%
100604,208,2868,State-funded primary,213,116,97,54.46%,45.54%,10,4.69%,24,11.27%,102,111,0,47.90%,52.10%,0,71,68,199,34.17%
100609,208,3307,State-funded primary,258,134,124,51.94%,48.06%,23,8.91%,32,12.40%,119,136,3,46.10%,52.70%,0.012,119,124,258,48.06%
100610,208,3324,State-funded primary,153,71,82,46.41%,53.59%,7,4.58%,20,13.07%,55,98,0,35.90%,64.10%,0,56,63,153,41.18%
100612,208,3375,State-funded primary,162,75,87,46.30%,53.70%,7,4.32%,34,20.99%,30,132,0,18.50%,81.50%,0,61,60,147,40.82%
100613,208,3403,State-funded primary,156,76,80,48.72%,51.28%,8,5.13%,33,21.15%,63,93,0,40.40%,59.60%,0,59,73,156,46.79%
100614,208,3457,State-funded primary,134,82,52,61.19%,38.81%,4,2.99%,19,14.18%,98,36,0,73.10%,26.90%,0,54,54,125,43.20%
100615,208,3466,State-funded primary,189,97,92,51.32%,48.68%,3,1.59%,27,14.29%,95,94,0,50.30%,49.70%,0,83,83,177,46.89%
100616,208,3491,State-funded primary,159,87,72,54.72%,45.28%,11,6.92%,17,10.69%,23,136,0,14.50%,85.50%,0,32,35,159,22.01%
100619,208,3502,State-funded primary,207,105,102,50.72%,49.28%,5,2.42%,30,14.49%,150,57,0,72.50%,27.50%,0,105,102,178,57.30%
100620,208,3589,State-funded primary,143,68,75,47.55%,52.45%,7,4.90%,17,11.89%,53,90,0,37.10%,62.90%,0,35,39,143,27.27%
100621,208,3596,State-funded primary,197,95,102,48.22%,51.78%,7,3.55%,34,17.26%,151,46,0,76.60%,23.40%,0,117,106,169,62.72%
100622,208,3621,State-funded primary,171,94,77,54.97%,45.03%,15,8.77%,15,8.77%,77,93,1,45.00%,54.40%,0.006,98,100,171,58.48%
100623,208,3641,State-funded primary,257,122,135,47.47%,52.53%,15,5.84%,62,24.12%,174,83,0,67.70%,32.30%,0,112,114,253,45.06%
100624,208,4223,State-funded secondary,1069,542,527,50.70%,49.30%,46,4.30%,172,16.09%,327,732,10,30.60%,68.50%,0.009,307,285,886,32.17%
100625,208,4321,State-funded secondary,836,417,419,49.88%,50.12%,42,5.02%,106,12.68%,282,554,0,33.70%,66.30%,0,408,370,623,59.39%
100627,208,4509,State-funded secondary,594,280,314,47.14%,52.86%,25,4.21%,120,20.20%,277,317,0,46.60%,53.40%,0,267,294,594,49.49%
100628,208,5200,State-funded primary,115,67,48,58.26%,41.74%,6,5.22%,30,26.09%,68,47,0,59.10%,40.90%,0,58,58,115,50.43%
100629,208,5201,State-funded primary,208,98,110,47.12%,52.88%,6,2.88%,42,20.19%,164,44,0,78.80%,21.20%,0,76,75,199,37.69%
100631,208,5203,State-funded primary,63,36,27,57.14%,42.86%,0,0.00%,8,12.70%,26,37,0,41.30%,58.70%,0,23,23,50,46.00%
100632,208,5204,State-funded primary,397,198,199,49.87%,50.13%,10,2.52%,21,5.29%,253,141,3,63.70%,35.50%,0.008,71,72,397,18.14%
100633,208,5205,State-funded primary,417,225,192,53.96%,46.04%,17,4.08%,62,14.87%,173,244,0,41.50%,58.50%,0,68,70,390,17.95%
100634,208,5206,State-funded primary,224,117,107,52.23%,47.77%,10,4.46%,42,18.75%,87,137,0,38.80%,61.20%,0,107,97,201,48.26%
100636,208,5208,State-funded primary,291,147,144,50.52%,49.48%,13,4.47%,50,17.18%,224,67,0,77.00%,23.00%,0,100,102,260,39.23%
